id_vaca;id_toro;id_cria;celulas_somaticas;produccion_leche;calidad_patas;calidad_ubres;grasa;proteinas;cs_vaca;pl_vaca;pa_vaca;u_vaca;g_vaca;pr_vaca;cs_toro;pl_toro;pa_toro;u_toro;g_toro;pr_toro
V-148;T-4;C-159;158970.0;10.67;5.3;3.53;4.29;4.0;209901.0;30.28;3.48;3.72;3.67;3.95;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-626;T-7;C-160;50000.0;73.77;6.84;4.07;4.14;3.52;50000.0;37.83;8.18;5.01;3.7;3.7;-1.12;1.07;6.13;3.79;0.46;0.13
V-406;T-6;C-161;50000.0;315.33;4.09;3.97;3.78;2.8;307097.0;63.74;5.75;3.5;4.08;2.8;-1.81;3.91;1.76;5.19;0.06;0.16
V-137;T-4;C-162;195570.0;20.05;5.07;4.97;4.04;3.56;261941.0;56.62;3.45;7.62;3.62;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-449;T-14;C-163;78023.0;15.67;6.81;3.23;3.92;3.71;50000.0;3.59;4.37;2.19;3.54;3.25;0.71;3.14;8.11;4.35;0.13;0.13
V-366;T-11;C-164;50000.0;98.03;5.4;6.73;4.22;4.0;166161.0;20.5;3.81;5.17;3.9;3.92;-0.75;3.81;6.49;8.09;-0.02;0.07
V-456;T-10;C-165;526808.0;47.73;3.0;3.51;4.17;3.71;399036.0;43.52;3.88;1.76;3.69;3.48;0.3;0.02;2.17;5.74;0.32;0.07
V-379;T-3;C-166;691495.0;63.98;4.46;5.93;2.93;3.6;189067.0;29.62;1.12;4.79;2.99;3.76;2.74;1.31;8.27;7.23;0.26;0.13
V-393;T-5;C-167;50000.0;162.12;3.01;5.92;3.88;3.3;188408.0;64.75;3.27;3.92;4.0;3.56;-2.31;1.68;2.5;8.56;0.15;0.03
V-371;T-11;C-168;83313.0;143.79;3.84;6.73;3.96;4.0;336620.0;30.02;1.36;5.8;3.7;3.78;-0.75;3.81;6.49;8.09;-0.02;0.07
V-110;T-11;C-169;50000.0;240.44;4.03;5.63;3.88;4.0;50000.0;51.03;1.45;3.07;3.79;4.0;-0.75;3.81;6.49;8.09;-0.02;0.07
V-473;T-6;C-170;50000.0;136.32;2.4;6.26;3.3;3.62;50000.0;26.78;2.79;8.43;3.26;3.32;-1.81;3.91;1.76;5.19;0.06;0.16
V-107;T-13;C-171;1042092.0;0.0;4.48;7.61;4.0;3.85;512114.0;0.0;5.1;6.72;3.64;3.7;1.15;-2.01;3.84;7.61;0.12;0.4
V-595;T-7;C-172;50000.0;59.2;3.35;5.15;4.29;3.73;86718.0;26.12;1.27;7.06;3.67;3.83;-1.12;1.07;6.13;3.79;0.46;0.13
V-544;T-8;C-173;1620879.0;0.0;5.17;3.61;4.08;3.32;433084.0;38.62;2.2;6.11;3.73;3.59;2.96;-1.56;7.53;1.73;0.03;0.08
V-45;T-8;C-174;285781.0;0.0;6.24;4.66;3.59;3.4;76419.0;8.03;6.32;7.18;3.4;3.32;2.96;-1.56;7.53;1.73;0.03;0.08
V-325;T-2;C-175;50000.0;86.63;5.19;3.15;4.24;3.77;85976.0;31.68;8.1;5.35;4.09;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-449;T-5;C-176;50000.0;9.81;3.14;5.01;3.74;3.19;50000.0;3.59;4.37;2.19;3.54;3.25;-2.31;1.68;2.5;8.56;0.15;0.03
V-586;T-13;C-177;254055.0;0.0;3.65;4.52;3.78;3.46;117849.0;54.4;4.09;2.19;3.38;2.99;1.15;-2.01;3.84;7.61;0.12;0.4
V-116;T-14;C-178;331023.0;66.45;4.95;5.33;4.19;3.75;203814.0;15.2;1.66;7.01;3.96;3.53;0.71;3.14;8.11;4.35;0.13;0.13
V-621;T-2;C-179;84328.0;166.93;3.75;3.29;3.15;3.54;172228.0;61.17;4.03;4.69;3.05;3.73;-0.55;1.58;3.15;1.45;0.32;0.02
V-239;T-14;C-180;1163112.0;100.2;5.07;5.21;3.71;3.39;640892.0;22.28;3.14;5.77;3.71;3.53;0.71;3.14;8.11;4.35;0.13;0.13
V-215;T-9;C-181;236521.0;8.3;7.73;3.69;4.09;3.76;107524.0;5.05;7.83;2.49;4.24;3.55;1.21;0.8;6.51;5.35;0.25;0.14
V-214;T-3;C-182;407990.0;38.05;5.85;4.33;3.45;3.75;110793.0;15.94;3.92;2.21;3.34;4.0;2.74;1.31;8.27;7.23;0.26;0.13
V-59;T-11;C-183;50000.0;69.1;6.05;7.91;2.5;3.97;119852.0;14.38;6.36;6.85;2.5;3.82;-0.75;3.81;6.49;8.09;-0.02;0.07
V-4;T-1;C-184;395185.0;2.98;5.36;3.75;3.26;3.58;259822.0;17.39;7.07;2.06;3.38;3.48;0.63;-0.82;3.77;6.26;-0.05;0.11
V-414;T-2;C-185;50000.0;40.92;5.53;3.5;3.74;4.0;62199.0;14.99;8.43;5.54;3.65;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-182;T-8;C-186;1911179.0;0.0;6.36;3.12;3.96;3.82;458414.0;0.0;6.03;4.96;4.02;3.63;2.96;-1.56;7.53;1.73;0.03;0.08
V-507;T-5;C-187;50000.0;15.18;2.43;7.34;4.55;3.59;370095.0;5.4;2.33;5.05;4.02;3.29;-2.31;1.68;2.5;8.56;0.15;0.03
V-105;T-9;C-188;410156.0;68.98;4.86;6.11;3.71;3.99;173147.0;39.16;2.93;7.54;3.39;3.5;1.21;0.8;6.51;5.35;0.25;0.14
V-328;T-6;C-189;50000.0;254.26;3.71;5.55;3.07;3.68;172762.0;47.23;5.11;6.66;2.78;3.22;-1.81;3.91;1.76;5.19;0.06;0.16
V-291;T-11;C-190;52595.0;62.45;4.39;7.38;3.66;3.11;199532.0;12.8;1.52;7.81;3.77;3.13;-0.75;3.81;6.49;8.09;-0.02;0.07
V-492;T-2;C-191;82655.0;74.2;5.66;4.09;3.95;3.55;173809.0;28.16;7.62;7.33;3.37;3.24;-0.55;1.58;3.15;1.45;0.32;0.02
V-558;T-6;C-192;50000.0;208.44;3.45;5.43;3.32;3.3;286829.0;43.49;5.39;5.04;3.47;3.39;-1.81;3.91;1.76;5.19;0.06;0.16
V-243;T-4;C-193;204006.0;8.02;7.54;4.2;4.12;3.31;273908.0;19.94;8.34;5.49;3.6;3.43;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-239;T-1;C-194;1110133.0;4.41;3.36;5.78;3.4;3.65;640892.0;22.28;3.14;5.77;3.71;3.53;0.63;-0.82;3.77;6.26;-0.05;0.11
V-200;T-8;C-195;734397.0;0.0;5.13;2.62;4.05;3.19;186157.0;32.94;2.65;3.95;3.84;3.23;2.96;-1.56;7.53;1.73;0.03;0.08
V-452;T-3;C-196;520618.0;45.8;4.9;5.32;4.19;2.84;143805.0;20.3;2.6;4.28;4.04;2.8;2.74;1.31;8.27;7.23;0.26;0.13
V-595;T-2;C-197;50000.0;63.06;2.16;3.92;3.93;3.56;86718.0;26.12;1.27;7.06;3.67;3.83;-0.55;1.58;3.15;1.45;0.32;0.02
V-173;T-10;C-198;233660.0;36.09;2.54;6.59;5.26;2.8;173297.0;32.29;3.45;6.52;4.69;2.91;0.3;0.02;2.17;5.74;0.32;0.07
V-639;T-11;C-199;50000.0;101.98;4.96;4.94;3.96;3.57;171834.0;21.97;3.83;1.08;4.32;3.43;-0.75;3.81;6.49;8.09;-0.02;0.07
V-160;T-10;C-200;255760.0;47.65;5.68;6.18;3.8;3.57;203283.0;44.13;8.81;6.97;3.61;3.85;0.3;0.02;2.17;5.74;0.32;0.07
V-137;T-8;C-201;1035340.0;0.0;5.63;4.38;3.6;3.93;261941.0;56.62;3.45;7.62;3.62;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-208;T-1;C-202;110148.0;5.75;3.6;5.72;3.21;3.43;73720.0;33.38;2.86;6.41;3.55;3.56;0.63;-0.82;3.77;6.26;-0.05;0.11
V-318;T-1;C-203;631567.0;6.81;2.7;7.13;4.36;3.61;365138.0;40.2;1.3;7.86;4.25;3.43;0.63;-0.82;3.77;6.26;-0.05;0.11
V-319;T-5;C-204;50000.0;64.85;2.8;4.86;3.18;3.49;162370.0;23.14;3.49;1.85;3.03;3.66;-2.31;1.68;2.5;8.56;0.15;0.03
V-238;T-14;C-205;79173.0;128.21;6.9;4.06;2.72;3.82;50000.0;29.67;6.32;3.84;2.81;3.53;0.71;3.14;8.11;4.35;0.13;0.13
V-575;T-9;C-206;229872.0;79.2;6.59;6.2;4.47;3.83;114058.0;41.47;6.52;7.61;4.27;3.48;1.21;0.8;6.51;5.35;0.25;0.14
V-364;T-9;C-207;543782.0;12.88;3.59;4.18;3.88;3.93;259679.0;7.66;1.4;3.46;3.4;3.71;1.21;0.8;6.51;5.35;0.25;0.14
V-92;T-11;C-208;50000.0;138.83;5.47;7.05;4.01;3.73;50000.0;30.59;5.58;6.49;3.98;3.36;-0.75;3.81;6.49;8.09;-0.02;0.07
V-453;T-6;C-209;50000.0;217.94;3.46;4.06;3.66;3.24;220797.0;48.62;4.72;3.65;3.7;3.34;-1.81;3.91;1.76;5.19;0.06;0.16
V-638;T-5;C-210;50000.0;101.37;4.47;6.2;3.15;3.01;209927.0;40.06;6.84;4.33;3.16;3.06;-2.31;1.68;2.5;8.56;0.15;0.03
V-631;T-8;C-211;451091.0;0.0;8.92;3.3;3.61;4.0;115514.0;31.24;8.74;5.16;3.86;4.0;2.96;-1.56;7.53;1.73;0.03;0.08
V-628;T-4;C-212;50000.0;0.0;7.46;4.89;5.06;3.51;50000.0;0.0;7.73;6.44;4.5;3.37;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-96;T-13;C-213;935475.0;0.0;4.51;6.62;4.75;4.0;409989.0;21.49;6.03;5.88;4.21;3.32;1.15;-2.01;3.84;7.61;0.12;0.4
V-458;T-12;C-214;208499.0;24.62;6.89;4.56;3.7;2.84;203430.0;67.49;4.34;2.42;3.67;2.96;0.12;-0.63;8.5;6.2;0.0;0.11
V-39;T-5;C-215;50000.0;6.37;3.98;8.01;3.52;3.42;293690.0;2.53;5.41;7.27;3.08;3.66;-2.31;1.68;2.5;8.56;0.15;0.03
V-225;T-1;C-216;524494.0;5.55;3.28;6.76;3.29;3.54;308134.0;30.2;3.15;8.16;3.07;3.76;0.63;-0.82;3.77;6.26;-0.05;0.11
V-412;T-11;C-217;116625.0;155.61;6.6;7.85;3.87;3.47;441768.0;32.75;6.99;8.42;3.91;3.63;-0.75;3.81;6.49;8.09;-0.02;0.07
V-433;T-10;C-218;318562.0;63.02;4.03;4.63;3.4;4.0;224739.0;65.44;5.4;4.29;3.45;3.86;0.3;0.02;2.17;5.74;0.32;0.07
V-434;T-14;C-219;80335.0;208.43;5.04;5.19;3.44;3.78;50000.0;51.8;2.87;6.65;3.43;3.7;0.71;3.14;8.11;4.35;0.13;0.13
V-479;T-11;C-220;50000.0;112.01;5.48;4.82;3.11;3.01;138903.0;23.35;5.62;1.17;3.45;2.8;-0.75;3.81;6.49;8.09;-0.02;0.07
V-364;T-9;C-221;578784.0;14.39;3.8;4.53;3.69;4.0;259679.0;7.66;1.4;3.46;3.4;3.71;1.21;0.8;6.51;5.35;0.25;0.14
V-361;T-2;C-222;111068.0;74.01;5.63;2.0;3.61;3.42;238591.0;28.69;7.22;2.72;3.69;3.26;-0.55;1.58;3.15;1.45;0.32;0.02
V-275;T-11;C-223;64617.0;154.64;6.81;5.26;3.55;3.94;254463.0;34.5;8.23;1.7;3.81;3.74;-0.75;3.81;6.49;8.09;-0.02;0.07
V-619;T-12;C-224;158882.0;3.8;9.0;5.19;3.94;4.0;130500.0;9.36;8.25;3.92;4.25;3.98;0.12;-0.63;8.5;6.2;0.0;0.11
V-619;T-13;C-225;298654.0;0.0;5.91;5.74;4.73;4.0;130500.0;9.36;8.25;3.92;4.25;3.98;1.15;-2.01;3.84;7.61;0.12;0.4
V-616;T-6;C-226;50000.0;373.27;2.83;4.58;4.13;4.0;291302.0;73.04;4.15;3.86;3.83;4.0;-1.81;3.91;1.76;5.19;0.06;0.16
V-565;T-5;C-227;50000.0;131.04;2.64;8.64;3.66;2.81;169014.0;46.95;2.3;7.45;3.59;2.93;-2.31;1.68;2.5;8.56;0.15;0.03
V-413;T-5;C-228;50000.0;31.84;6.0;7.57;4.09;3.76;134327.0;11.29;8.65;8.02;3.81;3.45;-2.31;1.68;2.5;8.56;0.15;0.03
V-289;T-6;C-229;50000.0;210.69;3.0;4.68;3.26;3.49;200953.0;41.14;3.77;4.49;3.17;3.51;-1.81;3.91;1.76;5.19;0.06;0.16
V-461;T-9;C-230;561556.0;54.31;6.74;4.9;3.81;3.54;240415.0;28.42;6.71;4.1;3.86;3.14;1.21;0.8;6.51;5.35;0.25;0.14
V-306;T-1;C-231;740046.0;7.7;5.83;7.18;3.35;3.95;416527.0;40.77;7.64;7.9;3.11;3.99;0.63;-0.82;3.77;6.26;-0.05;0.11
V-629;T-4;C-232;99271.0;0.0;5.89;5.01;3.62;2.94;151331.0;0.0;4.94;6.75;2.84;3.23;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-327;T-3;C-233;847208.0;25.76;8.07;7.64;3.76;3.68;213688.0;10.88;8.64;8.59;3.35;3.65;2.74;1.31;8.27;7.23;0.26;0.13
V-108;T-10;C-234;388091.0;3.7;1.64;5.3;2.85;3.35;292637.0;3.57;1.07;5.21;2.6;3.48;0.3;0.02;2.17;5.74;0.32;0.07
V-45;T-11;C-235;50000.0;37.4;6.0;7.42;3.11;3.46;76419.0;8.03;6.32;7.18;3.4;3.32;-0.75;3.81;6.49;8.09;-0.02;0.07
V-412;T-4;C-236;310464.0;12.32;7.53;5.65;4.42;3.48;441768.0;32.75;6.99;8.42;3.91;3.63;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-647;T-1;C-237;359956.0;0.0;4.27;7.4;2.64;2.8;241807.0;0.0;5.15;8.57;2.94;2.9;0.63;-0.82;3.77;6.26;-0.05;0.11
V-194;T-6;C-238;50000.0;120.57;4.67;4.83;3.73;3.63;182553.0;23.08;7.83;5.03;3.47;3.31;-1.81;3.91;1.76;5.19;0.06;0.16
V-645;T-14;C-239;157253.0;196.27;5.55;2.91;2.76;3.61;95651.0;48.22;4.16;1.69;2.5;3.18;0.71;3.14;8.11;4.35;0.13;0.13
V-569;T-7;C-240;50000.0;113.51;5.01;5.27;3.33;3.06;417168.0;55.01;3.62;6.52;2.73;2.8;-1.12;1.07;6.13;3.79;0.46;0.13
V-468;T-7;C-241;50000.0;12.71;5.21;5.01;3.33;3.62;171619.0;6.24;3.73;5.74;2.58;3.63;-1.12;1.07;6.13;3.79;0.46;0.13
V-76;T-13;C-242;114627.0;0.0;5.21;4.97;4.71;3.35;50000.0;5.84;7.68;2.58;4.65;3.12;1.15;-2.01;3.84;7.61;0.12;0.4
V-257;T-3;C-243;383901.0;0.0;7.34;5.18;4.34;3.28;111611.0;0.0;6.86;4.06;4.3;3.41;2.74;1.31;8.27;7.23;0.26;0.13
V-34;T-3;C-244;1211147.0;21.92;8.55;6.17;4.14;3.25;328060.0;8.75;7.71;4.36;3.61;3.36;2.74;1.31;8.27;7.23;0.26;0.13
V-324;T-7;C-245;50000.0;56.12;4.21;3.75;4.56;4.0;173406.0;25.47;1.54;3.58;3.7;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-517;T-7;C-246;50000.0;49.69;4.09;4.05;3.9;3.25;132041.0;26.27;2.53;4.11;3.67;3.31;-1.12;1.07;6.13;3.79;0.46;0.13
V-624;T-2;C-247;50000.0;150.75;2.23;5.24;4.38;3.43;50000.0;55.89;1.42;8.1;3.77;3.44;-0.55;1.58;3.15;1.45;0.32;0.02
V-573;T-2;C-248;165631.0;26.4;2.99;4.54;2.94;3.72;359581.0;10.52;2.6;7.66;2.94;3.53;-0.55;1.58;3.15;1.45;0.32;0.02
V-372;T-6;C-249;50000.0;462.24;2.52;3.62;3.06;3.74;112694.0;86.06;3.38;1.52;2.89;3.27;-1.81;3.91;1.76;5.19;0.06;0.16
V-660;T-8;C-250;210856.0;0.0;6.9;3.24;3.37;3.61;50000.0;45.65;6.64;5.02;3.29;3.78;2.96;-1.56;7.53;1.73;0.03;0.08
V-186;T-5;C-251;50000.0;100.53;3.02;6.98;3.96;3.85;50000.0;35.74;3.29;6.49;3.5;3.55;-2.31;1.68;2.5;8.56;0.15;0.03
V-179;T-6;C-252;50000.0;131.78;4.84;6.38;4.55;3.84;102042.0;27.84;7.83;7.96;4.31;3.85;-1.81;3.91;1.76;5.19;0.06;0.16
V-324;T-10;C-253;241712.0;25.88;1.78;5.02;4.14;4.0;173406.0;25.47;1.54;3.58;3.7;4.0;0.3;0.02;2.17;5.74;0.32;0.07
V-438;T-12;C-254;591298.0;7.37;5.4;3.85;3.65;3.57;536387.0;18.94;1.37;1.55;3.35;3.74;0.12;-0.63;8.5;6.2;0.0;0.11
V-325;T-1;C-255;141252.0;5.97;6.23;5.4;3.99;4.0;85976.0;31.68;8.1;5.35;4.09;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-174;T-1;C-256;848728.0;2.14;4.53;5.74;3.13;3.1;486449.0;11.55;5.6;6.47;3.05;3.14;0.63;-0.82;3.77;6.26;-0.05;0.11
V-200;T-3;C-257;650949.0;75.96;5.88;5.85;3.75;3.29;186157.0;32.94;2.65;3.95;3.84;3.23;2.74;1.31;8.27;7.23;0.26;0.13
V-51;T-15;C-258;364624.0;68.89;6.55;4.67;3.49;4.0;310241.0;18.38;4.44;6.4;3.45;3.98;0.26;3.14;8.77;2.53;0.09;0.22
V-179;T-2;C-259;50000.0;74.43;5.59;4.42;4.32;3.48;102042.0;27.84;7.83;7.96;4.31;3.85;-0.55;1.58;3.15;1.45;0.32;0.02
V-275;T-15;C-260;333986.0;155.77;9.0;2.08;3.8;3.85;254463.0;34.5;8.23;1.7;3.81;3.74;0.26;3.14;8.77;2.53;0.09;0.22
V-467;T-10;C-261;258934.0;60.83;4.61;7.79;4.73;3.71;188996.0;56.12;7.16;8.68;3.99;3.55;0.3;0.02;2.17;5.74;0.32;0.07
V-13;T-13;C-262;400798.0;0.0;4.26;8.31;3.3;4.0;171460.0;33.68;4.58;8.29;3.5;3.39;1.15;-2.01;3.84;7.61;0.12;0.4
V-540;T-1;C-263;360875.0;3.46;3.07;6.82;2.94;3.13;229726.0;19.43;2.5;7.0;3.09;3.25;0.63;-0.82;3.77;6.26;-0.05;0.11
V-121;T-5;C-264;50000.0;74.3;4.96;8.47;2.5;3.51;68598.0;30.3;6.68;7.34;2.5;3.5;-2.31;1.68;2.5;8.56;0.15;0.03
V-579;T-1;C-265;415605.0;4.41;4.18;4.64;3.88;3.94;266771.0;26.26;4.09;2.41;3.73;3.61;0.63;-0.82;3.77;6.26;-0.05;0.11
V-241;T-6;C-266;50000.0;281.18;3.53;3.94;2.68;3.88;110240.0;54.46;6.0;1.98;2.59;3.79;-1.81;3.91;1.76;5.19;0.06;0.16
V-534;T-2;C-267;249698.0;93.33;4.81;3.82;4.09;3.01;616509.0;32.99;7.48;6.53;3.6;2.8;-0.55;1.58;3.15;1.45;0.32;0.02
V-18;T-9;C-268;712184.0;46.88;4.24;6.22;4.45;3.38;320180.0;26.86;2.64;6.27;3.89;3.06;1.21;0.8;6.51;5.35;0.25;0.14
V-122;T-4;C-269;127439.0;6.09;8.25;4.8;4.27;3.68;168923.0;18.15;7.8;7.05;3.97;3.47;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-425;T-1;C-270;506439.0;3.45;5.94;4.97;3.42;2.86;290113.0;20.72;7.41;3.26;3.28;3.04;0.63;-0.82;3.77;6.26;-0.05;0.11
V-119;T-11;C-271;78649.0;191.87;4.53;7.2;2.72;3.22;318919.0;42.6;2.3;7.02;2.93;3.14;-0.75;3.81;6.49;8.09;-0.02;0.07
V-482;T-7;C-272;50000.0;126.53;4.89;5.28;3.54;3.26;50000.0;58.05;4.07;6.82;3.41;3.31;-1.12;1.07;6.13;3.79;0.46;0.13
V-661;T-13;C-273;1244458.0;0.0;5.29;5.3;3.94;3.71;591714.0;0.0;6.78;2.11;4.11;3.47;1.15;-2.01;3.84;7.61;0.12;0.4
V-407;T-14;C-274;210151.0;0.0;5.46;5.28;4.39;3.43;115286.0;0.0;3.6;6.8;3.89;3.37;0.71;3.14;8.11;4.35;0.13;0.13
V-446;T-1;C-275;132427.0;3.53;2.69;6.77;3.58;4.0;82253.0;20.1;1.79;7.44;3.43;4.0;0.63;-0.82;3.77;6.26;-0.05;0.11
V-85;T-2;C-276;88266.0;54.27;2.94;3.73;3.01;4.0;199313.0;20.03;2.43;5.9;2.5;4.0;-0.55;1.58;3.15;1.45;0.32;0.02
V-296;T-13;C-277;122687.0;0.0;3.67;5.53;2.5;4.0;60862.0;36.79;4.04;3.64;2.5;3.54;1.15;-2.01;3.84;7.61;0.12;0.4
V-308;T-4;C-278;50000.0;8.96;6.26;3.65;4.08;3.99;50000.0;26.09;5.93;4.15;3.12;4.0;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-518;T-12;C-279;220376.0;12.98;6.1;6.11;4.05;3.45;194268.0;35.62;3.08;7.1;3.81;3.15;0.12;-0.63;8.5;6.2;0.0;0.11
V-240;T-1;C-280;74776.0;3.3;5.56;4.83;3.58;4.0;50000.0;18.11;8.15;4.36;3.48;3.91;0.63;-0.82;3.77;6.26;-0.05;0.11
V-334;T-9;C-281;103920.0;34.63;4.31;5.88;3.65;3.55;50000.0;20.41;3.04;6.9;3.56;3.28;1.21;0.8;6.51;5.35;0.25;0.14
V-237;T-7;C-282;50000.0;29.01;4.26;6.64;3.91;3.32;50000.0;12.85;1.96;8.93;3.82;3.44;-1.12;1.07;6.13;3.79;0.46;0.13
V-324;T-7;C-283;50000.0;53.59;4.11;3.79;4.01;3.79;173406.0;25.47;1.54;3.58;3.7;4.0;-1.12;1.07;6.13;3.79;0.46;0.13
V-226;T-15;C-284;264734.0;159.57;4.82;3.34;3.69;3.84;219056.0;40.28;1.56;4.3;3.61;3.59;0.26;3.14;8.77;2.53;0.09;0.22
V-516;T-11;C-285;80110.0;70.97;5.47;7.53;3.35;3.75;332324.0;13.88;3.47;7.21;3.14;3.75;-0.75;3.81;6.49;8.09;-0.02;0.07
V-659;T-11;C-286;50000.0;132.95;4.49;5.32;3.27;2.8;128495.0;27.29;2.59;3.57;3.24;2.84;-0.75;3.81;6.49;8.09;-0.02;0.07
V-223;T-11;C-287;53682.0;76.9;6.85;7.24;3.7;3.82;223736.0;16.59;7.13;6.02;3.43;3.62;-0.75;3.81;6.49;8.09;-0.02;0.07
V-426;T-14;C-288;305592.0;122.38;4.59;6.63;3.45;3.46;175935.0;31.31;1.33;8.06;3.18;3.31;0.71;3.14;8.11;4.35;0.13;0.13
V-649;T-4;C-289;173316.0;22.82;8.69;1.92;3.19;2.93;266604.0;66.04;8.6;1.07;2.5;3.09;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-510;T-15;C-290;149305.0;225.59;6.48;5.09;3.62;3.85;130329.0;49.92;5.02;8.09;3.59;3.74;0.26;3.14;8.77;2.53;0.09;0.22
V-52;T-15;C-291;335774.0;284.35;6.35;2.14;3.09;3.41;271743.0;75.23;4.68;1.6;3.24;2.97;0.26;3.14;8.77;2.53;0.09;0.22
V-296;T-13;C-292;135870.0;0.0;4.26;6.02;2.56;3.6;60862.0;36.79;4.04;3.64;2.5;3.54;1.15;-2.01;3.84;7.61;0.12;0.4
V-71;T-7;C-293;50000.0;80.81;6.3;4.64;4.3;3.72;50000.0;41.82;5.94;4.79;3.59;3.41;-1.12;1.07;6.13;3.79;0.46;0.13
V-558;T-14;C-294;533802.0;197.07;6.25;4.9;3.25;3.51;286829.0;43.49;5.39;5.04;3.47;3.39;0.71;3.14;8.11;4.35;0.13;0.13
V-310;T-9;C-295;400410.0;13.6;6.31;6.53;2.68;4.0;190184.0;8.21;5.02;7.78;2.5;3.99;1.21;0.8;6.51;5.35;0.25;0.14
V-107;T-7;C-296;50000.0;0.0;5.9;5.24;4.46;3.46;512114.0;0.0;5.1;6.72;3.64;3.7;-1.12;1.07;6.13;3.79;0.46;0.13
V-496;T-1;C-297;602524.0;6.04;4.01;4.4;3.5;3.76;405626.0;30.55;3.9;2.84;3.8;3.41;0.63;-0.82;3.77;6.26;-0.05;0.11
V-610;T-4;C-298;161894.0;13.78;8.11;5.14;4.35;4.0;231331.0;38.0;7.86;7.43;3.59;3.82;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-410;T-8;C-299;179828.0;0.0;4.53;1.29;2.57;4.0;50000.0;12.45;1.27;1.03;2.64;3.83;2.96;-1.56;7.53;1.73;0.03;0.08
V-306;T-14;C-300;771786.0;159.54;7.52;6.31;3.37;3.94;416527.0;40.77;7.64;7.9;3.11;3.99;0.71;3.14;8.11;4.35;0.13;0.13
V-57;T-9;C-301;123433.0;65.86;6.33;4.93;3.61;4.0;60839.0;39.47;6.12;5.47;3.19;4.0;1.21;0.8;6.51;5.35;0.25;0.14
V-468;T-8;C-302;633407.0;0.0;5.41;3.58;2.5;3.95;171619.0;6.24;3.73;5.74;2.58;3.63;2.96;-1.56;7.53;1.73;0.03;0.08
V-204;T-4;C-303;248295.0;5.01;5.99;3.85;3.73;3.26;380810.0;14.21;4.66;4.75;2.79;3.31;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-361;T-7;C-304;50000.0;60.52;7.32;3.08;3.82;3.17;238591.0;28.69;7.22;2.72;3.69;3.26;-1.12;1.07;6.13;3.79;0.46;0.13
V-323;T-8;C-305;864332.0;0.0;5.35;1.72;4.35;3.45;238145.0;13.44;2.46;1.46;4.35;3.38;2.96;-1.56;7.53;1.73;0.03;0.08
V-56;T-3;C-306;569521.0;189.59;5.71;8.03;3.51;4.0;148412.0;82.1;3.1;7.52;2.95;4.0;2.74;1.31;8.27;7.23;0.26;0.13
V-205;T-10;C-307;480612.0;0.0;3.62;4.19;3.61;3.15;343006.0;0.0;5.55;2.96;3.56;3.35;0.3;0.02;2.17;5.74;0.32;0.07
V-453;T-4;C-308;143293.0;18.51;5.98;3.22;4.28;3.32;220797.0;48.62;4.72;3.65;3.7;3.34;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-461;T-4;C-309;174942.0;10.46;6.33;3.57;4.51;3.19;240415.0;28.42;6.71;4.1;3.86;3.14;-0.29;-0.63;7.35;2.97;0.63;-0.05
V-3;T-11;C-310;75821.0;161.7;5.25;7.57;3.38;3.45;312804.0;32.15;4.69;7.15;3.42;3.53;-0.75;3.81;6.49;8.09;-0.02;0.07
V-179;T-1;C-311;175484.0;5.0;5.25;6.7;3.99;4.0;102042.0;27.84;7.83;7.96;4.31;3.85;0.63;-0.82;3.77;6.26;-0.05;0.11
V-328;T-3;C-312;600153.0;102.11;6.31;7.6;2.98;3.52;172762.0;47.23;5.11;6.66;2.78;3.22;2.74;1.31;8.27;7.23;0.26;0.13
V-451;T-12;C-313;304765.0;14.95;8.83;5.14;3.92;3.38;287287.0;40.12;8.19;3.35;3.83;3.55;0.12;-0.63;8.5;6.2;0.0;0.11
V-557;T-5;C-314;50000.0;158.33;5.67;7.08;4.05;3.47;366907.0;56.57;8.97;7.15;3.54;3.34;-2.31;1.68;2.5;8.56;0.15;0.03
V-122;T-11;C-315;50000.0;87.21;7.2;7.16;3.67;3.69;168923.0;18.15;7.8;7.05;3.97;3.47;-0.75;3.81;6.49;8.09;-0.02;0.07
V-267;T-9;C-316;118633.0;56.14;6.59;5.56;2.95;3.79;50000.0;29.35;5.77;6.34;2.66;3.48;1.21;0.8;6.51;5.35;0.25;0.14
V-545;T-3;C-317;633081.0;91.58;5.97;4.78;3.86;3.29;167594.0;40.63;4.3;2.89;3.77;3.12;2.74;1.31;8.27;7.23;0.26;0.13
